ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
KWN,"Quinhagak, AK",BET,"Bethel, AK"
KWN,"Quinhagak, AK",KPN,"Kipnuk, AK"
KWN,"Quinhagak, AK",TOG,"Togiak, AK"
KWN,"Quinhagak, AK",BET,"Bethel, AK"
KWN,"Quinhagak, AK",BET,"Bethel, AK"
KWN,"Quinhagak, AK",BET,"Bethel, AK"
KWN,"Quinhagak, AK",EEK,"Eek, AK"
KWN,"Quinhagak, AK",PKA,"Napaskiak, AK"
KWT,"Kwethluk, AK",AKI,"Akiak, AK"
KWT,"Kwethluk, AK",BET,"Bethel, AK"
KWT,"Kwethluk, AK",PKA,"Napaskiak, AK"
KWT,"Kwethluk, AK",KKI,"Akiachak, AK"
KWT,"Kwethluk, AK",TLT,"Tuluksak, AK"
KWT,"Kwethluk, AK",BET,"Bethel, AK"
KWT,"Kwethluk, AK",KKI,"Akiachak, AK"
KWT,"Kwethluk, AK",BET,"Bethel, AK"
KWT,"Kwethluk, AK",BET,"Bethel, AK"
KWT,"Kwethluk, AK",KWN,"Quinhagak, AK"
KWT,"Kwethluk, AK",BET,"Bethel, AK"
KWT,"Kwethluk, AK",AKI,"Akiak, AK"
KWT,"Kwethluk, AK",ANI,"Aniak, AK"
KWT,"Kwethluk, AK",BET,"Bethel, AK"
KXA,"Kasaan, AK",WFB,"Ketchikan, AK"
KXA,"Kasaan, AK",WFB,"Ketchikan, AK"
KYU,"Koyukuk, AK",ENN,"Nenana, AK"
KYU,"Koyukuk, AK",NUL,"Nulato, AK"
KYU,"Koyukuk, AK",GAL,"Galena, AK"
KYU,"Koyukuk, AK",GAL,"Galena, AK"
KYU,"Koyukuk, AK",FAI,"Fairbanks, AK"
KYU,"Koyukuk, AK",KAL,"Kaltag, AK"
L41,"Marble Canyon, AZ",PGA,"Page, AZ"
L41,"Marble Canyon, AZ",PGA,"Page, AZ"
LA2,"Hammond, LA",MQY,"Smyrna, TN"
LAF,"Lafayette, IN",FTY,"Atlanta, GA"
LAL,"Lakeland, FL",ABE,"Allentown/Bethlehem/Easton, PA"
LAL,"Lakeland, FL",PHX,"Phoenix, AZ"
LAL,"Lakeland, FL",IAH,"Houston, TX"
LAL,"Lakeland, FL",ONT,"Ontario, CA"
LAL,"Lakeland, FL",SLC,"Salt Lake City, UT"
LAL,"Lakeland, FL",IAD,"Washington, DC"
LAL,"Lakeland, FL",ORD,"Chicago, IL"
LAL,"Lakeland, FL",TOL,"Toledo, OH"
LAL,"Lakeland, FL",MSP,"Minneapolis, MN"
LAL,"Lakeland, FL",MSY,"New Orleans, LA"
LAL,"Lakeland, FL",PIT,"Pittsburgh, PA"
LAL,"Lakeland, FL",BDL,"Hartford, CT"
LAL,"Lakeland, FL",SFO,"San Francisco, CA"
LAL,"Lakeland, FL",MCI,"Kansas City, MO"
LAL,"Lakeland, FL",RIC,"Richmond, VA"
LAL,"Lakeland, FL",TPA,"Tampa, FL"
LAL,"Lakeland, FL",SFO,"San Francisco, CA"
LAN,"Lansing, MI",ORD,"Chicago, IL"
LAN,"Lansing, MI",DFW,"Dallas/Fort Worth, TX"
LAN,"Lansing, MI",SDF,"Louisville, KY"
LAN,"Lansing, MI",SDF,"Louisville, KY"
LAN,"Lansing, MI",HYS,"Hays, KS"
LAN,"Lansing, MI",ORD,"Chicago, IL"
LAN,"Lansing, MI",DCA,"Washington, DC"
LAN,"Lansing, MI",CHO,"Charlottesville, VA"
LAN,"Lansing, MI",DCA,"Washington, DC"
LAN,"Lansing, MI",DTW,"Detroit, MI"
LAN,"Lansing, MI",DTW,"Detroit, MI"
LAN,"Lansing, MI",DTW,"Detroit, MI"
LAN,"Lansing, MI",YIP,"Detroit, MI"
LAN,"Lansing, MI",YIP,"Detroit, MI"
LAR,"Laramie, WY",DEN,"Denver, CO"
LAR,"Laramie, WY",BFF,"Scottsbluff, NE"
LAR,"Laramie, WY",DEN,"Denver, CO"
LAR,"Laramie, WY",DEN,"Denver, CO"
LAR,"Laramie, WY",DEN,"Denver, CO"
LAR,"Laramie, WY",SLC,"Salt Lake City, UT"
LAR,"Laramie, WY",FOE,"Topeka, KS"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",OMA,"Omaha, NE"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",RDU,"Raleigh/Durham, NC"
LAS,"Las Vegas, NV",HOU,"Houston, TX"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",MSY,"New Orleans, LA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MDW,"Chicago, IL"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",FSD,"Sioux Falls, SD"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",XNA,"Fayetteville, AR"
LAS,"Las Vegas, NV",COS,"Colorado Springs, CO"
LAS,"Las Vegas, NV",HRL,"Harlingen/San Benito, TX"
LAS,"Las Vegas, NV",LIT,"Little Rock, AR"
LAS,"Las Vegas, NV",DRO,"Durango, CO"
LAS,"Las Vegas, NV",BOI,"Boise, ID"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SGU,"St. George, UT"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PWK,"Chicago, IL"
LAS,"Las Vegas, NV",MDW,"Chicago, IL"
LAS,"Las Vegas, NV",PBI,"West Palm Beach/Palm Beach, FL"
LAS,"Las Vegas, NV",LGB,"Long Beach, CA"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",DAL,"Dallas, TX"
LAS,"Las Vegas, NV",MCE,"Merced, CA"
LAS,"Las Vegas, NV",MCE,"Merced, CA"
LAS,"Las Vegas, NV",PSP,"Palm Springs, CA"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",CDC,"Cedar City, UT"
LAS,"Las Vegas, NV",SGU,"St. George, UT"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",CMH,"Columbus, OH"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BWI,"Baltimore, MD"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",MSY,"New Orleans, LA"
LAS,"Las Vegas, NV",PIT,"Pittsburgh, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",CMH,"Columbus, OH"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BWI,"Baltimore, MD"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",MSY,"New Orleans, LA"
LAS,"Las Vegas, NV",PIT,"Pittsburgh, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",BOS,"Boston, MA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",BOS,"Boston, MA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",BOS,"Boston, MA"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",RIC,"Richmond, VA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",BFI,"Seattle, WA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",CLD,"Carlsbad, CA"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",KOA,"Kona, HI"
LAS,"Las Vegas, NV",HNL,"Honolulu, HI"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",OGG,"Kahului, HI"
LAS,"Las Vegas, NV",TUL,"Tulsa, OK"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",SYR,"Syracuse, NY"
LAS,"Las Vegas, NV",RSW,"Fort Myers, FL"
LAS,"Las Vegas, NV",RIC,"Richmond, VA"
LAS,"Las Vegas, NV",TUL,"Tulsa, OK"
LAS,"Las Vegas, NV",PIA,"Peoria, IL"
LAS,"Las Vegas, NV",RAP,"Rapid City, SD"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",VPS,"Valparaiso, FL"
LAS,"Las Vegas, NV",FAT,"Fresno, CA"
LAS,"Las Vegas, NV",BOI,"Boise, ID"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",GFK,"Grand Forks, ND"
LAS,"Las Vegas, NV",OMA,"Omaha, NE"
LAS,"Las Vegas, NV",LRD,"Laredo, TX"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",FCA,"Kalispell, MT"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",MFR,"Medford, OR"
LAS,"Las Vegas, NV",AVL,"Asheville, NC"
LAS,"Las Vegas, NV",AZA,"Phoenix, AZ"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",EUG,"Eugene, OR"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",CID,"Cedar Rapids/Iowa City, IA"
LAS,"Las Vegas, NV",SGF,"Springfield, MO"
LAS,"Las Vegas, NV",GJT,"Grand Junction, CO"
LAS,"Las Vegas, NV",IDA,"Idaho Falls, ID"
LAS,"Las Vegas, NV",GTF,"Great Falls, MT"
LAS,"Las Vegas, NV",PSC,"Pasco/Kennewick/Richland, WA"
LAS,"Las Vegas, NV",GRI,"Grand Island, NE"
LAS,"Las Vegas, NV",AMA,"Amarillo, TX"
LAS,"Las Vegas, NV",BLI,"Bellingham, WA"
LAS,"Las Vegas, NV",FAR,"Fargo, ND"
LAS,"Las Vegas, NV",MSO,"Missoula, MT"
LAS,"Las Vegas, NV",SBN,"South Bend, IN"
LAS,"Las Vegas, NV",BIL,"Billings, MT"
LAS,"Las Vegas, NV",SFB,"Sanford, FL"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",RFD,"Rockford, IL"
LAS,"Las Vegas, NV",TUL,"Tulsa, OK"
LAS,"Las Vegas, NV",MOT,"Minot, ND"
LAS,"Las Vegas, NV",BZN,"Bozeman, MT"
LAS,"Las Vegas, NV",MRY,"Monterey, CA"
LAS,"Las Vegas, NV",SMX,"Santa Maria, CA"
LAS,"Las Vegas, NV",ICT,"Wichita, KS"
LAS,"Las Vegas, NV",SCK,"Stockton, CA"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",FSD,"Sioux Falls, SD"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",XNA,"Fayetteville, AR"
LAS,"Las Vegas, NV",BLV,"Belleville, IL"
LAS,"Las Vegas, NV",SHV,"Shreveport, LA"
LAS,"Las Vegas, NV",BIS,"Bismarck/Mandan, ND"
LAS,"Las Vegas, NV",FWA,"Fort Wayne, IN"
LAS,"Las Vegas, NV",MFE,"Mission/McAllen/Edinburg, TX"
LAS,"Las Vegas, NV",MLI,"Moline, IL"
LAS,"Las Vegas, NV",PIA,"Peoria, IL"
LAS,"Las Vegas, NV",RAP,"Rapid City, SD"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",FAT,"Fresno, CA"
LAS,"Las Vegas, NV",BOI,"Boise, ID"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",TYS,"Knoxville, TN"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",GFK,"Grand Forks, ND"
LAS,"Las Vegas, NV",LRD,"Laredo, TX"
LAS,"Las Vegas, NV",FCA,"Kalispell, MT"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",MFR,"Medford, OR"
LAS,"Las Vegas, NV",AVL,"Asheville, NC"
LAS,"Las Vegas, NV",AZA,"Phoenix, AZ"
LAS,"Las Vegas, NV",FNT,"Flint, MI"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",CID,"Cedar Rapids/Iowa City, IA"
LAS,"Las Vegas, NV",SGF,"Springfield, MO"
LAS,"Las Vegas, NV",IDA,"Idaho Falls, ID"
LAS,"Las Vegas, NV",GTF,"Great Falls, MT"
LAS,"Las Vegas, NV",PSC,"Pasco/Kennewick/Richland, WA"
LAS,"Las Vegas, NV",AMA,"Amarillo, TX"
LAS,"Las Vegas, NV",ATW,"Appleton, WI"
LAS,"Las Vegas, NV",FAR,"Fargo, ND"
LAS,"Las Vegas, NV",SBN,"South Bend, IN"
LAS,"Las Vegas, NV",SFB,"Sanford, FL"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",RFD,"Rockford, IL"
LAS,"Las Vegas, NV",TUL,"Tulsa, OK"
LAS,"Las Vegas, NV",MOT,"Minot, ND"
LAS,"Las Vegas, NV",BZN,"Bozeman, MT"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MRY,"Monterey, CA"
LAS,"Las Vegas, NV",SMX,"Santa Maria, CA"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",ICT,"Wichita, KS"
LAS,"Las Vegas, NV",SCK,"Stockton, CA"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",FSD,"Sioux Falls, SD"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",GRR,"Grand Rapids, MI"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",XNA,"Fayetteville, AR"
LAS,"Las Vegas, NV",BLV,"Belleville, IL"
LAS,"Las Vegas, NV",BIS,"Bismarck/Mandan, ND"
LAS,"Las Vegas, NV",FWA,"Fort Wayne, IN"
LAS,"Las Vegas, NV",MFE,"Mission/McAllen/Edinburg, TX"
LAS,"Las Vegas, NV",MLI,"Moline, IL"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",TYS,"Knoxville, TN"
LAS,"Las Vegas, NV",CAE,"Columbia, SC"
LAS,"Las Vegas, NV",GSO,"Greensboro/High Point, NC"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",RDU,"Raleigh/Durham, NC"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",ICT,"Wichita, KS"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORF,"Norfolk, VA"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",DCA,"Washington, DC"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",NUQ,"Mountain View, CA"
LAS,"Las Vegas, NV",BGR,"Bangor, ME"
LAS,"Las Vegas, NV",TEX,"Telluride, CO"
LAS,"Las Vegas, NV",TKF,"Truckee, CA"
LAS,"Las Vegas, NV",EGE,"Eagle, CO"
LAS,"Las Vegas, NV",PGV,"Greenville, NC"
LAS,"Las Vegas, NV",DAL,"Dallas, TX"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",TEB,"Teterboro, NJ"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",SCF,"Phoenix, AZ"
LAS,"Las Vegas, NV",APA,"Denver, CO"
LAS,"Las Vegas, NV",RIL,"Rifle, CO"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",RDU,"Raleigh/Durham, NC"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",BOS,"Boston, MA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",IFP,"Bullhead City, AZ"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",BUF,"Buffalo, NY"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",FAT,"Fresno, CA"
